ProdID,AirTemp,ProcTemp,Rotation,Torque,ToolWear,Failure
L50690,301.7,311,1474,42.6,164,0
L50691,301.8,311,1322,53,166,0
L50696,302,311.1,1402,47.8,182,0
L50697,302,311,1550,35.2,184,0
L50698,301.9,311,1376,44.9,186,0
L50700,301.9,311,1669,32.2,191,0
L50701,301.9,311,1541,38.9,193,0
L50702,301.8,311,1651,32.5,195,0
L50703,301.8,310.9,1521,39.3,197,0
L50705,301.8,310.9,1609,31.7,202,0
L50708,302,310.9,1378,53.1,212,1
L50709,301.9,310.9,1567,39,214,1
L50712,301.9,310.9,1486,40.3,6,0
L50713,302,311,1563,36.2,8,0
L50716,302,311,1632,34.2,18,0
L50718,302,311.1,1635,36,23,0
L50719,302,311,1686,32.5,25,0
L50720,301.9,310.9,1574,31.4,27,0
L50721,301.8,310.8,1546,43.4,29,0
L50722,301.8,310.9,1899,24.7,31,0
L50723,301.8,310.9,1449,36.5,33,0
L50725,301.8,310.8,1576,38.6,38,0
L50728,301.9,310.9,1616,34.5,46,0
L50731,301.9,310.9,1799,24.2,54,0
L50734,301.9,310.8,1525,43.2,62,0
L50735,301.8,310.7,1551,37.7,64,0
L50736,301.9,310.8,1735,31.5,66,0
L50738,301.7,310.6,1743,26.2,71,0
L50740,301.8,310.7,1680,32.4,76,0
L50741,301.7,310.6,1486,38.5,78,0
L50742,301.7,310.6,1471,43.8,80,0
L50746,301.8,310.6,1295,62.3,91,0
L50747,301.8,310.5,1548,34.1,93,0
L50748,301.8,310.6,1372,54.7,95,0
L50752,301.8,310.6,1451,50.7,108,0
L50753,301.8,310.6,1452,48.4,110,0
L50754,301.7,310.6,1406,46,112,0
L50755,301.7,310.5,1567,39.1,114,0
L50756,301.6,310.4,1599,41.7,116,0
L50759,301.8,310.6,2672,11.8,124,1
L50760,301.8,310.6,1650,31.9,126,0
L50762,301.8,310.6,1395,50.5,131,0
L50763,301.8,310.7,1751,29.3,133,0
L50764,301.8,310.6,1192,68.9,135,0
L50765,301.9,310.7,1947,25,137,0
L50766,301.8,310.5,1593,34.9,139,0
L50769,301.7,310.5,2465,13.7,149,0
L50770,301.8,310.6,1403,46.8,151,0
L50775,301.6,310.4,1517,41.1,167,0
L50776,301.7,310.5,1354,50,169,0
L50778,301.7,310.5,1399,53.2,174,0
L50780,301.7,310.5,1523,34.7,181,0
L50781,301.7,310.5,1377,43.1,183,0
L50783,301.7,310.7,1542,40,188,0
L50784,301.8,310.8,1557,33.3,190,0
L50785,301.7,310.7,1641,31.9,192,0
L50786,301.7,310.7,1318,55,194,0
L50787,301.6,310.7,1638,33.8,196,0
L50791,301.7,310.9,1405,46.4,207,1
L50792,301.7,310.8,1622,37.8,0,0
L50793,301.7,310.9,1557,39.4,2,0
L50794,301.8,311,1606,33.3,4,0
L50797,301.8,311,1529,41.6,12,0
L50798,301.9,311.1,1448,46.3,14,0
L50799,301.9,311.2,1435,44.2,16,0
L50801,301.9,311.2,1657,29.1,23,0
L50802,302,311.3,1509,39.9,25,0
L50807,302.2,311.5,1588,30.6,39,0
L50808,302.2,311.4,1609,32.1,41,0
L50809,302.1,311.3,1415,44.1,43,0
L50810,302,311.2,1845,27.3,45,0
L50812,302.1,311.3,1634,30.6,50,0
L50814,302.2,311.4,1499,37.7,55,0
L50816,302.2,311.4,1449,46.5,60,0
L50819,302.4,311.6,1622,35,68,0
L50821,302.3,311.6,1488,41.8,75,0
L50822,302.3,311.6,1309,57.6,77,0
L50823,302.3,311.6,1784,26.4,79,0
L50824,302.2,311.5,1548,32.4,81,0
L50825,302.2,311.5,1413,43.5,83,0
L50827,302.2,311.5,1427,43.8,88,0
L50829,302.2,311.5,1481,40.4,93,0
L50830,302.1,311.4,1446,39.7,95,0
L50831,302.1,311.5,1444,44.9,97,0
L50833,302.1,311.4,1518,37.4,102,0
L50834,302.1,311.4,1603,35.9,104,0
L50835,302.1,311.4,1686,30.9,106,0
L50837,302.1,311.5,1477,45.4,111,0
L50840,302.3,311.6,1398,49.1,119,0
L50847,302.3,311.6,1665,34.3,139,0
L50848,302.3,311.7,1510,38.7,141,0
L50849,302.4,311.8,1465,40.2,143,0
L50850,302.3,311.7,1701,27.5,145,0
L50852,302.3,311.6,1658,32.3,150,0
L50854,302.2,311.5,1346,52.4,157,0
L50858,302.2,311.5,1567,33.1,168,0
L50859,302.2,311.5,1725,34,170,0
L50860,302.2,311.5,1744,31.2,172,0
L50862,302.1,311.2,1550,34.8,177,0
L50864,302,311.2,1270,65.3,182,1
L50866,302,311.1,1406,50.5,187,0
L50868,302,311.2,1420,45.8,192,0
L50869,302.1,311.4,1889,22.7,194,0
L50870,302.1,311.3,1477,43.6,196,0
L50871,302.1,311.2,1460,46.9,198,0
L50872,302.1,311.3,1758,24.4,200,0
L50873,302.1,311.3,1521,31.5,202,0
L50875,302.2,311.3,1530,37.3,207,1
L50876,302.1,311.2,1454,46.8,0,0
L50877,302.2,311.2,1928,23.1,2,0
L50879,302.2,311.2,1649,33.2,9,0
L50880,302.1,311.2,1447,50.3,11,0
L50881,302.1,311.2,1417,48,13,0
L50882,302,311.2,1434,44.9,15,0
L50886,302,311.3,1567,41.1,26,0
L50888,302.1,311.4,1549,44.6,31,0
L50889,302.2,311.4,1754,26.9,33,0
L50890,302.2,311.5,1489,38.3,35,0
L50891,302.2,311.5,1543,38.5,37,0
L50892,302.3,311.5,1543,33.1,39,0
L50893,302.3,311.5,1565,35.6,41,0
L50896,302.3,311.4,1609,32.3,49,0
L50898,302.4,311.4,1450,44.1,56,0
L50899,302.4,311.5,1590,39.9,58,0
L50902,302.2,311.2,1451,41.8,66,0
L50903,302.3,311.2,1758,24.4,68,0
L50907,302.3,311.2,1786,24.3,81,0
L50908,302.3,311.3,1457,44.5,83,0
L50913,302.2,311.1,1470,39.6,97,0
L50917,302.2,311.1,1351,48.6,110,0
L50920,302.3,311.2,1401,49.7,118,0
L50921,302.4,311.3,1503,38.2,120,0
L50922,302.4,311.4,1564,35,122,0
L50923,302.5,311.4,1759,24.6,124,0
L50924,302.5,311.4,1409,53.1,126,0
L50925,302.6,311.4,1738,25.8,128,0
L50927,302.5,311.1,1499,38.8,135,0
L50928,302.5,311.1,1493,39,137,0
L50929,302.4,311.1,1652,33.9,139,0
L50930,302.3,311.1,1589,29.9,141,0
L50931,302.4,311.1,1520,42.2,143,0
L50933,302.2,311,1463,46.8,150,0
L50934,302.3,311,1442,43.7,152,0
L50935,302.3,311,1329,51.5,154,0
L50936,302.3,311.1,1546,33.1,156,0
L50939,302.3,311,1412,47,164,0
L50940,302.3,310.9,1377,46.8,166,1
L50943,302.3,311,1428,47.9,174,0
L50944,302.4,311,1329,54.6,176,0
L50946,302.3,311.1,1373,53,181,0
L50947,302.3,311.1,1630,35.6,183,0
L50948,302.2,311,1555,34.2,185,0
L50950,302.3,311,1609,31,190,0
L50952,302.4,311.1,1448,44.8,195,0
L50956,302.5,311.1,1538,36.8,208,0
L50959,302.3,311,1657,31.1,3,0
L50960,302.4,311.1,1446,42.9,5,0
L50961,302.3,310.8,1465,43.8,7,0
L50962,302.2,310.8,1827,23.8,9,0
L50964,302.2,310.8,1744,29.7,16,0
L50965,302.3,310.9,1545,36.7,18,0
L50966,302.3,310.9,1587,36.6,20,0
L50967,302.3,310.8,1377,47.3,22,1
L50968,302.3,310.8,1511,48.1,24,0
L50969,302.3,310.8,1650,32.4,26,0
L50970,302.3,310.9,1412,48.9,28,0
L50971,302.3,311,1528,43.1,30,0
L50972,302.3,310.9,1459,35,32,0
L50973,302.3,310.9,1379,49.3,34,1
L50977,302.1,310.8,1622,36.8,45,0
L50978,302.1,310.8,1786,25.7,47,0
L50979,302.2,310.9,1506,34,49,0
L50983,302.2,310.9,1531,37.5,60,0
L50984,302.3,310.9,1529,33.4,62,0
L50989,302.2,310.8,1350,56.6,76,0
L50992,302,310.6,1392,50,84,0
L50993,302,310.6,1467,44.9,86,0
L50995,302.2,310.7,1769,24.9,91,0
L50996,302.1,310.6,1459,47.6,93,0
L50998,302.1,310.7,1491,42.8,98,0
L50999,302.2,310.7,1567,36.4,100,0
L51000,302.3,310.8,1421,41.4,102,0
L51001,302.3,310.9,1596,33.5,104,0
L51004,302.3,310.9,1620,30.3,112,0
L51010,302.3,310.9,1891,22.7,135,0
L51016,302.4,311.2,1466,43.9,152,0
L51017,302.4,311.2,1450,47.9,154,0
L51018,302.4,311.1,1880,24.5,156,0
L51020,302.4,311,1610,33.1,161,0
L51021,302.4,311.1,1565,42.8,163,0
L51022,302.5,311.2,1545,40.1,165,0
L51023,302.5,311.2,1227,60.1,167,0
L51024,302.4,311.1,1484,45.9,169,0
L51025,302.3,311,1591,32.7,171,0
L51026,302.3,310.9,1403,47.2,173,0
L51028,302.3,310.9,1720,28.1,178,0
L51029,302.3,311,1561,37.2,180,0
L51032,302.3,310.9,2034,19.7,190,0
L51033,302.4,311,1486,40.4,192,0
L51034,302.4,311,1338,67.6,194,1
L51038,302.5,311.4,1559,37.6,209,0
L51039,302.6,311.5,1599,37,211,0
L51040,302.6,311.5,1427,38.9,213,0
L51043,302.5,311.4,1674,27,223,0
L51046,302.6,311.6,1311,53.2,0,0
L51049,302.7,311.7,1480,45.2,8,0
L51050,302.7,311.8,1461,46.1,10,0
L51052,302.7,311.9,1389,46.5,15,0
L51053,302.6,311.8,1638,35.1,17,0
L51054,302.6,311.7,1254,54.1,19,0
L51055,302.6,311.8,1427,50.1,21,0
L51056,302.6,311.8,1627,31.8,23,0
L51058,302.6,311.7,1773,27.1,30,0
L51060,302.5,311.6,1595,29.5,35,0
L51061,302.5,311.5,1521,44.1,37,0
L51062,302.5,311.6,1419,43.7,39,0
L51065,302.5,311.5,1677,29.2,49,0
L51066,302.4,311.3,1392,50.5,51,0
L51067,302.4,311.2,1448,50.5,53,0
L51068,302.3,311.2,1903,22.9,55,0
L51069,302.4,311.2,1404,52,57,0
L51070,302.3,311.2,1386,53.5,59,0
L51071,302.2,311.1,1418,47,61,0
L51073,302.3,311.2,1549,40.6,66,0
L51082,302.2,311.1,1630,34.6,94,0
L51086,302.3,311.2,1297,62.5,109,0
L51088,302.3,311.2,1633,36.4,114,0
L51090,302.4,311.4,1831,26.9,121,0
L51092,302.4,311.4,1475,40.4,126,0
L51094,302.5,311.5,1493,35.1,131,0
L51095,302.5,311.5,1700,29.5,133,0
L51096,302.6,311.6,1453,37,135,0
L51097,302.6,311.7,1542,34.1,137,0
L51100,302.6,311.5,1885,27.5,147,0
L51101,302.7,311.5,1494,41.4,149,0
L51105,302.6,311.6,1638,29.6,160,0
L51106,302.6,311.5,1609,36,162,0
L51108,302.6,311.5,1442,59.8,169,1
L51112,302.6,311.6,1953,22.4,180,0
L51113,302.6,311.6,1576,34.7,182,0
L51116,302.5,311.5,1985,18.8,190,0
L51117,302.5,311.5,1802,26.4,192,0
L51118,302.5,311.5,1603,32.4,194,0
L51119,302.5,311.6,1400,54,196,0
L51120,302.3,311.5,1395,54.2,198,0
L51121,302.2,311.4,1987,19.9,200,0
L51123,302.3,311.4,1333,66.7,205,1
L51124,302.2,311.2,1381,49.4,207,0
L51125,302.2,311.3,1570,36.1,0,0
L51129,302.3,311.5,1384,50.8,13,0
L51130,302.3,311.4,1570,37.2,15,0
L51132,302.3,311.4,1476,37.3,20,0
L51135,302.3,311.5,1448,49.6,28,0
L51137,302.2,311.4,1510,44.9,33,0
L51138,302.2,311.3,1378,55.5,35,0
L51140,302.2,311.4,1390,48.1,40,0
L51142,302.4,311.5,1785,24.8,45,0
L51145,302.3,311.5,1507,37.5,55,0
L51146,302.3,311.5,1530,37.8,57,0
L51149,302.3,311.4,1504,38.7,65,0
L51152,302.3,311.4,1511,34.7,75,0
L51153,302.3,311.4,1535,41.8,77,0
L51154,302.4,311.5,1505,37.9,79,0
L51158,302.2,311.3,1382,46.4,94,0
L51159,302.3,311.3,1439,41.8,96,0
L51162,302.2,311.3,1475,48.6,104,0
L51163,302.2,311.3,1389,46.9,106,0
L51164,302.3,311.3,1652,32.8,108,0
L51165,302.3,311.2,1386,50.3,110,0
L51168,302.2,311.3,1554,40.2,118,0
L51169,302.2,311.3,1602,32.8,120,0
L51171,302.3,311.3,1682,34.4,127,0
L51172,302.3,311.3,1614,34.1,129,0
L51173,302.3,311.3,1324,47.8,131,0
L51174,302.3,311.4,1434,40.3,133,0
L51175,302.3,311.3,1621,31.6,135,0
L51177,302.2,311.1,1394,53.7,140,0
L51178,302.1,311,1586,35.1,142,0
L51179,302,311,1420,45.9,144,0
L51180,302.1,311.2,1422,50.3,146,0
L51182,302.1,311.2,1454,59.2,153,1
L51183,302.1,311.2,1519,39.3,155,0
L51184,302,311.1,1373,55.7,157,0
L51186,302.1,311.2,1492,45,162,0
L51187,302.1,311.2,1369,50.8,164,0
L51189,302.2,311.2,1630,36,169,0
L51191,302.2,311.1,1447,52.1,174,0
L51194,302.1,311,1740,30.8,182,0
L51195,302.1,310.9,1477,41.4,184,0
L51196,302.1,310.9,1658,30.3,186,0
L51197,302,310.8,1902,23.4,188,0
L51200,302.1,311,1351,49.5,196,0
L51202,302.1,310.9,1666,30.7,203,0
L51203,302.1,311,1364,50,205,0
L51207,302,311,1566,37.8,218,0
L51208,302,310.9,1455,43.2,220,0
L51210,302,310.8,2143,17.3,227,0
L51211,302,310.8,1447,42.7,229,0
L51212,302,310.8,1383,50.3,231,1
L51213,302.1,310.8,1772,27.1,233,0
L51214,302,310.8,1615,29,235,1
L51215,302,310.8,1454,36.6,0,0
L51216,302,310.8,1445,49.1,2,0
L51218,302,310.9,1546,34.4,7,0
L51219,301.9,310.8,1567,39.3,9,0
L51220,302,310.8,1767,27.4,11,0
L51221,302,310.9,1539,34.2,13,0
L51222,302,310.9,1564,39,15,0
L51227,301.9,311,1455,46,29,0
L51228,301.9,311,2691,12.1,31,1
L51229,301.8,310.8,1505,41.2,33,0
L51230,301.8,310.8,1456,46.6,35,0
L51231,301.8,310.8,1383,46.4,37,0
L51235,302,311,1865,22.7,48,0
L51236,301.9,310.9,1597,36.9,50,0
L51237,302,310.9,1495,38.6,52,0
L51239,301.9,310.8,1465,44.3,57,0
L51241,301.9,310.8,1906,21.7,62,0
L51242,302,310.9,1446,44,64,0
L51243,302,310.8,1948,19.7,66,0
L51244,301.9,310.7,1480,47.1,68,0
L51247,301.9,310.7,1429,51,76,0
L51248,301.9,310.7,1405,48.8,78,0
L51250,302,310.7,1348,58.1,83,0
L51251,301.9,310.6,1331,68.6,85,1
L51252,301.9,310.6,1610,33.4,87,0
L51254,302,310.7,1453,42.7,92,0
L51255,302,310.6,1583,38.9,94,0
L51257,302,310.5,1635,39.8,99,0
L51259,302,310.5,1978,22,106,0
L51260,302,310.4,1357,58,108,1
L51261,302,310.4,1336,58.2,110,1
L51262,302,310.4,1568,39.2,112,0
L51264,302,310.4,1611,35.6,117,0
L51266,302,310.5,1567,36.1,124,0
L51267,301.9,310.4,1376,54.9,126,1
L51268,301.9,310.5,1477,42.4,128,0
L51270,302,310.5,2197,15.8,133,0
L51274,302,310.5,1651,30.9,146,0
L51276,301.9,310.4,1370,51.7,153,1
L51277,301.9,310.4,1518,34.1,155,0
L51278,302,310.3,1648,29.6,157,0
L51279,302,310.4,1464,47.2,159,0
L51280,302,310.4,1895,23.2,161,0
L51281,301.9,310.4,1884,23.4,163,0
L51282,302,310.4,1450,46.6,165,0
L51283,302,310.4,1448,43.4,167,0
L51284,302.1,310.5,1389,49.6,169,0
L51285,302,310.6,1583,35.2,171,0
L51286,301.9,310.5,1425,51.1,173,0
L51287,302,310.5,1809,27.1,175,0
L51288,301.9,310.5,1892,21.8,177,0
L51290,302,310.6,1361,46.7,182,0
L51293,302,310.6,1325,55.3,192,0
L51294,302,310.6,1358,53.1,194,0
L51297,301.9,310.5,1340,55.7,204,1
L51298,302,310.6,1366,47.7,206,0
L51299,302.1,310.7,1325,45.1,208,1
L51302,302.2,310.6,1462,43.6,0,0
L51304,302.1,310.6,1385,53.6,5,0
L51305,302.1,310.6,1439,40,7,0
L51308,301.9,310.4,1708,24.8,17,0
L51310,301.9,310.4,1286,62.8,22,1
L51311,301.9,310.3,1485,46.3,24,0
L51313,301.8,310.3,1765,27.3,29,0
L51314,301.8,310.3,1688,28.8,31,0
L51316,301.7,310.1,1487,48,36,0
L51317,301.7,310.1,1384,50.5,38,0
L51318,301.7,310.2,1311,57.4,40,1
L51320,301.7,310.2,1331,61.2,47,1
L51322,301.7,310.1,1424,50.2,54,0
L51323,301.7,310.1,1500,39.6,56,0
L51324,301.8,310.1,1738,28,58,0
L51326,301.8,310.3,1482,41.4,63,0
L51327,301.9,310.3,1398,44,65,0
L51328,301.9,310.3,1972,21.3,67,0
L51329,301.9,310.4,1603,37.6,69,0
L51330,301.9,310.4,1610,34.8,71,0
L51335,302,310.5,1370,44.4,85,1
L51337,302,310.5,1263,60.6,90,1
L51338,301.9,310.4,1889,21.5,92,0
L51342,302,310.4,1591,29.8,105,0
L51343,302.1,310.5,1696,30.9,107,0
L51344,302.2,310.6,1346,47.5,109,1
L51348,302.2,310.6,1632,30.5,122,0
L51349,302.1,310.5,1559,36,124,0
L51352,302.2,310.6,1386,50,132,0
L51354,302.3,310.7,1499,37.8,137,0
L51355,302.3,310.7,1612,33.4,139,0
L51357,302.5,310.9,1477,39.2,144,0
L51358,302.5,310.9,1624,34.4,146,0
L51359,302.4,310.9,1349,46.1,148,1
L51360,302.4,310.8,1686,28.8,150,0
L51362,302.4,310.7,1362,54.8,155,1
L51363,302.3,310.7,1402,50.9,157,0
L51364,302.2,310.6,1334,53.2,159,1
L51365,302.2,310.6,1348,48.4,161,1
L51369,302.4,310.9,1560,31.8,172,0
L51371,302.4,311,1317,59.4,179,0
L51373,302.4,311.1,1634,34.2,184,0
L51374,302.4,311,1423,46.2,186,0
L51375,302.5,311,1548,38.4,188,0
L51377,302.4,311,1573,36.5,193,0
L51380,302.5,311.1,1571,34.2,201,0
L51381,302.4,311,2211,15.4,203,0
L51382,302.4,311,1555,40.6,205,0
L51385,302.3,310.8,1723,26.3,213,0
L51390,302.1,310.8,1565,35.3,6,0
L51391,302.1,310.7,1314,52.8,8,1
L51393,302.1,310.7,1465,40.7,13,0
L51394,301.9,310.6,1573,36.6,15,0
L51396,301.9,310.7,1370,50.3,20,0
L51397,301.9,310.6,1462,38.8,22,0
L51399,301.9,310.7,1717,26.8,27,0
L51401,301.9,310.6,1467,39.3,32,0
L51403,302,310.7,1657,31.9,37,0
L51404,302,310.7,1698,28.1,39,0
L51405,302.1,310.7,1359,49.3,41,1
L51406,302.1,310.8,1596,37.1,43,0
L51407,302.2,310.8,1383,46.9,45,0
L51408,302.2,310.8,2203,16.6,47,0
L51410,302.2,310.8,1673,32.9,52,0
L51411,302.2,310.8,1340,47.8,54,0
L51412,302.2,310.9,1452,42.3,56,0
L51415,302.2,310.8,1438,41.4,66,0
L51416,302.2,310.9,1604,40.5,68,0
L51417,302.2,311,1832,23.2,70,0
L51419,302.3,311,1446,37.6,75,0
L51420,302.4,311.1,1905,20.9,77,0
L51421,302.4,311,1475,47.9,79,0
L51422,302.4,311,1462,48.5,81,0
L51424,302.4,310.9,1469,39.6,86,0
L51426,302.6,311,1537,35.5,91,0
L51427,302.6,311,1369,60,93,1
L51428,302.6,311,1506,37.2,95,0
L51429,302.5,310.9,1330,56.9,97,1
L51430,302.6,311,1660,38,99,0
L51434,302.6,311,1284,68,114,1
L51439,302.7,311.2,1545,35.1,128,0
L51441,302.7,311.1,1730,28.1,135,0
L51442,302.6,311,2001,20.7,137,0
L51443,302.6,311,1620,36.2,139,0
L51445,302.6,311,1424,38,144,0
L51446,302.7,311.1,1440,39.5,146,0
L51447,302.6,311,1520,42.8,148,0
L51448,302.7,311,1694,29.8,150,0
L51449,302.6,311,1610,39.2,152,0
L51450,302.6,310.9,1331,52,154,1
L51451,302.6,310.8,1470,41.2,156,0
L51452,302.5,310.8,1577,36.9,158,0
L51453,302.6,310.8,1486,36.4,160,0
L51454,302.4,310.6,1445,40.3,162,0
L51457,302.2,310.4,1743,28.1,170,0
L51458,302,310.1,1409,50.4,172,0
L51459,302,310.1,1361,45.4,174,1
L51460,302.1,310.1,1753,28.9,176,0
L51461,302,310,1832,22.9,178,0
L51462,301.9,309.9,1374,48.5,180,1
L51464,301.8,310,1493,40.3,185,0
L51465,301.7,309.9,1317,49,187,1
L51470,301.8,310,1642,32.6,201,0
L51471,301.8,310,2032,19,203,0
L51473,301.8,310,1393,44.9,208,0
L51475,301.8,310.2,1457,40.4,213,0
L51476,301.8,310.2,2825,5.8,215,1
L51479,301.7,310.1,1402,50.1,3,0
L51481,301.7,310.2,1471,51.1,8,0
L51482,301.7,310.1,2695,12.6,10,0
L51483,301.7,310.2,1435,48.1,12,0
L51484,301.6,310.1,1694,26.3,14,0
L51485,301.6,310.1,1687,26.6,16,0
L51486,301.6,310,1869,22.9,18,0
L51487,301.4,309.9,1259,63.9,20,1
L51490,301.4,310,1776,25.6,30,0
L51492,301.5,310.1,1430,46.5,35,0
L51493,301.4,310.1,1502,46.6,37,0
L51496,301.5,310.1,1639,33.4,47,0
L51498,301.5,310.1,1541,42.2,52,0
L51500,301.7,310.3,1397,44.6,57,0
L51501,301.7,310.2,1686,28.9,59,0
L51503,301.8,310.3,1341,50.5,64,1
L51504,301.7,310.2,1486,43,66,0
L51505,301.6,310.2,1384,57.1,68,0
L51506,301.6,310.1,1362,55.8,70,1
L51508,301.6,310.1,1326,48.2,77,1
L51509,301.6,310,1566,30.3,79,0
L51510,301.5,309.8,1549,38.5,81,0
L51513,301.6,309.8,1588,33.9,89,0
L51514,301.6,309.8,1472,42.5,91,0
L51515,301.7,309.9,1607,37.7,93,0
L51517,301.6,309.9,1440,43.4,100,0
L51518,301.6,309.9,1397,43.7,102,0
L51519,301.7,309.9,1524,46.6,104,0
L51521,301.7,309.8,1398,46,109,0
L51523,301.7,309.8,1491,39.3,114,0
L51526,301.8,309.7,1598,30.4,124,0
L51528,301.9,309.8,1507,44.7,131,0
L51529,301.9,309.7,1595,31.4,133,0
L51531,301.8,309.6,1432,43.7,138,0
L51532,301.9,309.7,1424,42.8,140,0
L51534,302,309.8,1456,58.1,145,0
L51536,302,309.8,1649,31,152,0
L51537,302,309.9,1407,52.8,154,0
L51540,302.1,310.1,1543,35.8,164,0
L51542,302.1,310.1,1447,46.6,169,0
L51545,302,310,1449,48.8,181,0
L51546,302,309.9,1388,51.4,183,0
L51548,302,310,1664,28.6,190,0
L51550,302,309.9,1308,57.6,197,1
L51551,302,309.8,1480,40,199,0
L51554,302,309.7,1551,34.8,207,0
L51555,302,309.7,1414,36.3,209,0
L51560,301.9,309.6,1410,49,223,0
L51561,301.9,309.6,1446,43.2,225,0
L51562,301.8,309.5,1525,39.6,227,0
L51563,301.7,309.5,1298,65.5,229,1
L51564,301.8,309.6,1443,42.7,231,0
L51565,301.8,309.7,1442,45.3,233,1
L51566,301.9,309.7,1719,31.9,0,0
L51567,302,309.8,1532,39.4,2,0
L51568,302,309.8,1701,27.2,4,0
L51572,302.2,310.1,1458,45.1,15,0
L51574,302.2,310,1483,48.7,20,0
L51575,302.3,310.1,1513,40.4,22,0
L51577,302.4,310.2,1539,37.7,29,0
L51579,302.3,310.1,1653,29.7,34,0
L51580,302.3,310.1,1353,50.9,36,1
L51583,302.3,310.1,1388,49.9,48,0
L51585,302.4,310.2,1331,45.5,53,1
L51586,302.5,310.3,1326,58.5,55,1
L51587,302.3,310.2,1394,55.4,57,0
L51588,302.4,310.1,2009,18.9,59,0
L51590,302.5,310.2,1586,32.2,64,0
L51591,302.5,310.3,1688,31.6,66,0
L51592,302.6,310.5,1450,43.2,68,0
L51594,302.7,310.5,1520,39.3,73,0
L51595,302.6,310.4,1514,42.7,75,0
L51597,302.6,310.4,1365,66.8,80,1
L51598,302.6,310.3,1642,33.2,82,0
L51601,302.6,310.2,1325,62.4,92,1
L51605,302.5,310.2,1547,36.9,103,0
L51606,302.6,310.3,1479,40.4,105,0
L51608,302.4,310.1,1906,21.2,110,0
L51612,302.4,310.2,1445,46.4,125,0
L51614,302.4,310.1,1556,32.9,132,0
L51615,302.3,310.1,1321,52.7,134,1
L51617,302.4,310.2,1578,31.2,139,0
L51618,302.4,310.1,1418,52.3,141,0
L51620,302.5,310.3,1446,44,146,0
L51621,302.5,310.2,1329,50.6,148,1
L51622,302.5,310.2,1563,34.8,150,0
L51623,302.5,310.3,1405,57.4,152,0
L51624,302.4,310.2,2224,16,154,0
L51625,302.5,310.2,1716,29.9,156,0
L51626,302.5,310.3,1584,35.5,158,0
L51628,302.4,310.3,1374,51.2,163,1
L51630,302.5,310.3,1551,37.3,168,0
L51631,302.5,310.3,1549,40.9,170,0
L51633,302.4,310.2,1400,53.7,175,0
L51634,302.4,310.1,1401,48.8,177,0
L51636,302.3,310.1,1487,46,184,0
L51638,302.6,310.4,1478,47.7,189,0
L51639,302.6,310.4,1743,26.3,191,0
L51640,302.6,310.5,1596,32.8,193,0
L51641,302.7,310.5,1642,30.8,195,0
L51642,302.7,310.5,1263,67.8,197,1
L51643,302.8,310.6,2016,19.9,199,0
L51644,302.8,310.6,1671,30.5,201,0
L51645,302.8,310.6,1404,43.2,203,0
L51646,302.8,310.6,1470,41.1,205,0
L51647,302.8,310.6,1617,37.9,207,0
L51648,302.7,310.5,1725,29,209,0
L51649,302.7,310.5,1446,40.9,211,1
L51650,302.7,310.6,1564,34.3,0,0
L51651,302.8,310.6,1670,29.1,2,0
L51652,302.7,310.6,1501,48.7,4,0
L51653,302.7,310.5,1551,35.9,6,0
L51654,302.7,310.5,1563,35,8,0
L51655,302.7,310.5,1351,41.8,10,1
L51656,302.6,310.4,1415,52.1,12,0
L51657,302.6,310.3,1647,34.2,14,0
L51658,302.5,310.2,1477,41.6,16,0
L51659,302.6,310.2,1923,21.5,18,0
L51663,302.7,310.4,1489,42.7,33,0
L51665,302.7,310.4,1542,35.7,38,0
L51667,302.5,310.5,1436,36.5,43,0
L51669,302.5,310.4,1487,40.2,48,0
L51670,302.5,310.4,1967,20.3,50,0
L51673,302.7,310.5,1511,37.7,60,0
L51675,302.6,310.4,1359,57.2,67,1
L51677,302.5,310.3,1523,36,72,0
L51680,302.6,310.4,1638,36.2,84,0
L51681,302.5,310.2,1307,54,86,1
L51682,302.4,310.2,1642,28.3,88,0
L51684,302.4,310.1,1645,31.6,93,0
L51685,302.4,310.1,1426,46.8,95,0
L51687,302.4,310.1,1709,31.8,100,0
L51688,302.4,310,1426,46.6,102,0
L51689,302.4,310.1,1429,43.7,104,0
L51690,302.4,310.2,1346,62.4,106,1
L51691,302.5,310.2,1454,43,108,0
L51693,302.4,310.3,1900,24.4,113,0
L51694,302.4,310.3,1479,36.2,115,0
L51695,302.5,310.4,1415,48.2,117,0
L51696,302.5,310.3,1539,39,119,0
L51697,302.4,310.3,1520,31.6,121,0
L51698,302.4,310.3,1480,45.8,123,0
L51699,302.4,310.4,1666,29.7,125,0
L51700,302.4,310.4,1456,47.6,127,0
L51701,302.4,310.4,1865,23.9,129,0
L51703,302.5,310.4,1488,48.4,134,0
L51706,302.4,310.4,1521,38.5,142,0
L51708,302.5,310.5,1507,39.5,147,0
L51710,302.5,310.4,1487,42,152,0
L51711,302.5,310.5,1520,41.2,154,0
L51714,302.4,310.2,1633,28,164,0
L51715,302.4,310.2,1503,36.2,166,0
L51716,302.4,310.2,1351,45.1,168,1
L51717,302.3,310.2,1548,35.3,170,0
L51718,302.4,310.3,1923,23.3,172,0
L51719,302.5,310.3,1592,32.6,174,0
L51721,302.5,310.4,1427,46.8,179,0
L51724,302.5,310.4,1349,55.1,187,1
L51725,302.5,310.5,1463,43,189,0
L51728,302.6,310.5,1511,37.2,197,0
